category_of_package,count_of_cities,no_of_days,categories_by_price,accommodation_facility,price
holiday_package,4,6,standard,3 star,25500.0
beach_holiday,6,9,premium,4 star,40800.0
holiday_package,9,9,premium,4 star,31098.0
luxury_package,4,6,luxury,5 star,50500.0
nature_package,5,7,standard,3 star,26400.0
holiday_package,3,4,budget,1 star,13700.0
family_package,7,10,premium,4 star,40999.0
honeymoon_package,5,8,premium,4 star,31200.0
luxury_package,3,6,premium,5 star,40000.0
honeymoon_package,5,6,standard,3 star,26400.0
holiday_package,6,7,standard,3 star,23550.0
holiday_package,5,6,standard,3 star,26900.0
holiday_package,4,7,standard,3 star,27500.0
holiday_package,5,7,standard,3 star,27500.0
family_package,2,4,budget,1 star,13000.0
holiday_package,5,7,standard,3 star,29999.0
holiday_package,5,7,standard,3 star,26000.0
family_package,8,10,luxury,5 star,51900.0
honeymoon_package,5,6,standard,3 star,23550.0
family_package,4,7,standard,3 star,24500.0
holiday_package,3,5,standard,3 star,17350.0
holiday_package,4,6,standard,3 star,27999.0
holiday_package,3,4,budget,1 star,14000.0
honeymoon_package,3,6,standard,3 star,21000.0
holiday_package,5,8,premium,4 star,32300.0
honeymoon_package,7,9,premium,4 star,44890.0
luxury_package,3,6,premium,5 star,40000.0
holiday_package,2,4,budget,1 star,13500.0
holiday_package,8,11,luxury,5 star,53500.0
holiday_package,4,7,standard,3 star,27500.0
nature_package,3,6,standard,3 star,22100.0
holiday_package,2,5,premium,5 star,33000.0
holiday_package,4,7,premium,5 star,30200.0
holiday_package,3,6,standard,3 star,21349.0
holiday_package,4,7,standard,3 star,26700.0
holiday_package,5,10,premium,4 star,48500.0
budget_package,4,5,standard,3 star,15899.0
holiday_package,4,4,budget,1 star,14250.0
family_package,2,4,budget,1 star,13500.0
holiday_package,1,3,budget,1 star,11572.0
holiday_package,5,6,standard,3 star,24700.0
family_package,9,10,premium,4 star,40000.0
luxury_package,5,6,luxury,5 star,59947.0
holiday_package,4,4,budget,1 star,14340.0
holiday_package,3,4,budget,1 star,12999.0
holiday_package,5,8,standard,3 star,29300.0
holiday_package,3,6,standard,3 star,21700.0
holiday_package,6,8,premium,4 star,37000.0
holiday_package,2,4,budget,1 star,14500.0
holiday_package,3,5,budget,1 star,14499.0
holiday_package,4,5,standard,3 star,18000.0
holiday_package,5,7,standard,3 star,26410.0
holiday_package,4,6,standard,3 star,22000.0
honeymoon_package,3,4,budget,1 star,15000.0
holiday_package,9,12,premium,4 star,43500.0
holiday_package,3,3,budget,1 star,11500.0
holiday_package,5,7,standard,3 star,28000.0
nature_package,5,8,premium,4 star,32300.0
weekend_package,2,3,budget,1 star,8999.0
honeymoon_package,3,4,budget,1 star,13200.0
holiday_package,2,3,budget,1 star,9999.0
nature_package,3,6,standard,3 star,22100.0
holiday_package,6,9,premium,4 star,40800.0
holiday_package,5,7,standard,3 star,26410.0
holiday_package,5,7,standard,3 star,26000.0
holiday_package,4,6,standard,3 star,22000.0
holiday_package,3,4,budget,1 star,13990.0
holiday_package,4,6,standard,3 star,27999.0
holiday_package,5,6,standard,3 star,24700.0
honeymoon_package,5,7,standard,3 star,26000.0
holiday_package,3,4,budget,1 star,14999.0
holiday_package,7,10,premium,4 star,35000.0
holiday_package,5,7,standard,3 star,23294.0
holiday_package,4,7,standard,3 star,26422.0
holiday_package,6,8,standard,3 star,29200.0
family_package,7,11,premium,4 star,39799.0
honeymoon_package,6,8,standard,3 star,26500.0
holiday_package,6,9,premium,4 star,40000.0
holiday_package,4,6,standard,3 star,24399.0
weekend_package,1,3,budget,1 star,4700.0
adventure_package,2,4,standard,3 star,15555.0
nature_package,2,3,budget,1 star,7999.0
holiday_package,2,4,budget,1 star,13000.0
family_package,2,3,budget,1 star,4500.0
luxury_package,2,4,luxury,5 star,70000.0
family_package,2,2,budget,1 star,3969.0
honeymoon_package,1,3,budget,1 star,8200.0
holiday_package,2,3,budget,1 star,6300.0
budget_package,2,3,budget,1 star,9900.0
holiday_package,2,3,budget,1 star,6150.0
holiday_package,2,3,budget,1 star,5750.0
honeymoon_package,1,4,standard,3 star,24500.0
holiday_package,4,6,standard,3 star,24307.0
holiday_package,4,6,standard,3 star,20907.0
luxury_package,2,3,premium,4 star,45000.0
holiday_package,5,10,premium,4 star,40500.0
honeymoon_package,2,3,budget,1 star,11999.0
honeymoon_package,2,3,budget,1 star,9900.0
luxury_package,2,3,luxury,5 star,80000.0
beach_holiday,3,6,standard,3 star,21300.0
holiday_package,5,8,premium,4 star,32300.0
holiday_package,4,6,standard,3 star,21000.0
holiday_package,5,6,standard,3 star,20191.0
holiday_package,8,9,premium,4 star,32200.0
holiday_package,4,5,standard,3 star,16000.0
holiday_package,7,8,standard,3 star,28000.0
budget_package,4,5,budget,1 star,12000.0
holiday_package,1,3,budget,1 star,9000.0
honeymoon_package,8,10,premium,4 star,43679.0
beach_holiday,3,6,standard,3 star,19700.0
nature_package,4,8,premium,4 star,30300.0
luxury_package,4,6,premium,5 star,43550.0
holiday_package,5,8,standard,3 star,25999.0
honeymoon_package,2,3,budget,1 star,8500.0
holiday_package,3,6,standard,3 star,17165.0
luxury_package,2,5,luxury,5 star,87800.0
honeymoon_package,2,3,standard,2 star,24599.0
adventure_package,3,5,standard,3 star,18000.0
luxury_package,2,3,standard,2 star,20500.0
holiday_package,3,6,standard,3 star,23200.0
holiday_package,3,6,standard,3 star,18000.0
holiday_package,4,6,standard,3 star,24300.0
holiday_package,3,5,standard,3 star,15782.0
holiday_package,5,6,standard,3 star,20191.0
holiday_package,3,6,standard,3 star,22934.0
holiday_package,6,10,standard,3 star,26799.0
holiday_package,4,6,standard,3 star,24399.0
holiday_package,2,5,standard,3 star,19999.0
holiday_package,4,6,standard,3 star,25099.0
holiday_package,4,7,standard,3 star,24000.0
holiday_package,6,8,standard,3 star,29200.0
holiday_package,4,7,standard,3 star,26422.0
holiday_package,4,6,standard,3 star,25605.0
holiday_package,4,7,standard,3 star,26700.0
holiday_package,4,8,premium,4 star,38000.0
holiday_package,4,6,standard,3 star,22673.0
holiday_package,1,3,budget,1 star,7184.0
holiday_package,3,6,standard,3 star,22934.0
holiday_package,3,5,standard,3 star,17104.0
budget_package,4,6,standard,3 star,21458.0
holiday_package,5,6,standard,3 star,24670.0
holiday_package,4,5,standard,3 star,15900.0
holiday_package,2,3,budget,1 star,7000.0
holiday_package,6,9,premium,4 star,40000.0
luxury_package,3,5,premium,5 star,39000.0
beach_holiday,3,6,standard,3 star,21300.0
spiritual packages,5,7,standard,3 star,23294.0
holiday_package,5,9,standard,3 star,29349.0
holiday_package,2,4,budget,1 star,10499.0
holiday_package,3,5,budget,1 star,13500.0
holiday_package,2,3,budget,1 star,7999.0
offbeat_package,6,8,standard,3 star,26350.0
beach_holiday,5,7,standard,3 star,21977.0
spiritual packages,4,6,standard,3 star,20428.0
honeymoon_package,4,7,standard,3 star,26500.0
beach_holiday,6,7,standard,3 star,24000.0
holiday_package,6,8,premium,4 star,37000.0
honeymoon_package,5,7,standard,3 star,26000.0
holiday_package,5,7,standard,3 star,26999.0
holiday_package,4,7,standard,3 star,26422.0
holiday_package,6,8,standard,3 star,29200.0
holiday_package,3,6,standard,3 star,17165.0
honeymoon_package,6,8,standard,3 star,26500.0
weekend_package,2,4,budget,1 star,9822.0
holiday_package,1,3,budget,1 star,6000.0
holiday_package,2,5,budget,1 star,11500.0
holiday_package,3,5,budget,1 star,12000.0
holiday_package,3,4,budget,1 star,10000.0
holiday_package,4,5,budget,1 star,12500.0
holiday_package,3,6,standard,3 star,19499.0
holiday_package,4,7,standard,3 star,19900.0
spiritual packages,3,7,standard,3 star,16000.0
spiritual packages,5,7,standard,3 star,21977.0
holiday_package,1,3,budget,1 star,6599.0
holiday_package,3,4,budget,1 star,9200.0
holiday_package,4,4,budget,1 star,10099.0
weekend_package,2,3,budget,1 star,10250.0
holiday_package,4,5,budget,1 star,15000.0
holiday_package,6,9,standard,3 star,30000.0
family_package,4,6,standard,3 star,27999.0
offbeat_package,4,8,premium,4 star,38000.0
honeymoon_package,4,7,standard,3 star,26500.0
holiday_package,4,6,standard,3 star,25099.0
holiday_package,4,6,standard,3 star,25605.0
holiday_package,4,6,standard,3 star,24300.0
holiday_package,5,8,standard,3 star,25999.0
holiday_package,4,5,standard,3 star,18000.0
luxury_package,2,4,luxury,5 star,69000.0
holiday_package,4,6,standard,3 star,25099.0
budget_package,4,5,standard,3 star,15899.0
holiday_package,5,7,standard,3 star,26410.0
honeymoon_package,5,6,standard,3 star,21900.0
honeymoon_package,5,6,budget,1 star,14900.0
family_package,5,6,standard,3 star,19900.0
holiday_package,2,3,budget,1 star,7000.0
holiday_package,3,4,budget,1 star,9000.0
holiday_package,3,4,budget,1 star,10000.0
holiday_package,6,7,standard,3 star,16000.0
holiday_package,4,5,standard,3 star,17650.0
budget_package,4,5,standard,3 star,15899.0
honeymoon_package,6,8,standard,3 star,26500.0
holiday_package,5,6,luxury,5 star,59947.0
holiday_package,5,7,standard,3 star,26410.0
holiday_package,4,6,standard,3 star,22000.0
holiday_package,5,6,standard,3 star,20191.0
weekend_package,2,4,budget,1 star,9822.0
holiday_package,3,4,budget,1 star,10000.0
holiday_package,1,3,budget,1 star,6500.0
holiday_package,2,3,budget,1 star,7500.0
holiday_package,3,4,budget,1 star,10000.0
holiday_package,6,7,standard,3 star,18000.0
luxury_package,3,5,premium,5 star,39000.0
budget_package,4,5,standard,3 star,15899.0
holiday_package,2,4,budget,1 star,10800.0
holiday_package,2,6,standard,3 star,17490.0
cultural_package,5,7,standard,3 star,30000.0
cultural_package,6,8,standard,3 star,20500.0
holiday_package,1,4,budget,1 star,6600.0
holiday_package,1,3,budget,1 star,6500.0
holiday_package,1,4,budget,1 star,10000.0
holiday_package,3,4,budget,1 star,10500.0
holiday_package,3,3,budget,1 star,9999.0
spiritual packages,2,3,budget,1 star,9489.0
spiritual packages,4,4,budget,1 star,12500.0
spiritual packages,6,10,standard,3 star,27000.0
spiritual packages,4,5,standard,3 star,15080.0
holiday_package,6,9,standard,3 star,25000.0
spiritual packages,2,3,budget,1 star,9800.0
spiritual packages,2,3,budget,1 star,8780.0
spiritual packages,2,4,budget,1 star,13000.0
holiday_package,3,3,budget,1 star,9999.0
cultural_package,3,3,budget,1 star,6680.0
holiday_package,1,4,budget,1 star,12500.0
holiday_package,4,6,standard,3 star,21000.0
holiday_package,6,7,standard,3 star,25999.0
holiday_package,5,9,premium,4 star,33000.0
cultural_package,4,6,standard,3 star,21000.0
nature_package,4,3,budget,1 star,12400.0
holiday_package,1,3,budget,1 star,9000.0
holiday_package,2,3,budget,1 star,10000.0
nature_package,1,3,budget,1 star,10000.0
holiday_package,5,7,standard,3 star,23000.0
honeymoon_package,5,7,standard,3 star,24900.0
holiday_package,3,4,budget,1 star,11999.0
holiday_package,10,11,luxury,5 star,95000.0
cultural_package,2,5,standard,3 star,16400.0
holiday_package,4,6,premium,5 star,35500.0
holiday_package,4,6,standard,3 star,21550.0
holiday_package,4,9,premium,4 star,31999.0
holiday_package,2,6,premium,5 star,40800.0
beach_holiday,2,4,standard,3 star,17500.0
holiday_package,3,8,luxury,5 star,86400.0
weekend_package,2,3,budget,1 star,7590.0
spiritual packages,2,4,budget,1 star,10900.0
weekend_package,2,3,budget,1 star,14850.0
beach_holiday,7,8,premium,4 star,34600.0
spiritual packages,2,3,budget,1 star,11000.0
holiday_package,7,6,luxury,5 star,60367.0
adventure_package,5,5,premium,5 star,47450.0
holiday_package,5,4,premium,5 star,44768.0
cultural_package,1,4,budget,1 star,12850.0
luxury_package,5,4,luxury,5 star,56728.0
spiritual packages,3,5,standard,3 star,17500.0
holiday_package,2,3,budget,1 star,6250.0
holiday_package,3,5,budget,1 star,11999.0
holiday_package,2,3,standard,2 star,19500.0
holiday_package,4,5,standard,3 star,22350.0
spiritual packages,2,3,budget,1 star,14900.0
holiday_package,1,4,standard,3 star,17750.0
holiday_package,1,2,budget,1 star,9500.0
nature_package,6,5,budget,1 star,14250.0
luxury_package,2,4,budget,1 star,8900.0
holiday_package,2,4,standard,3 star,15600.0
holiday_package,4,4,budget,1 star,14300.0
holiday_package,1,2,budget,1 star,8850.0
holiday_package,3,5,standard,3 star,15200.0
holiday_package,3,6,standard,3 star,20500.0
holiday_package,6,8,premium,4 star,33250.0
holiday_package,4,5,standard,3 star,19500.0
holiday_package,8,7,standard,3 star,26999.0
holiday_package,5,6,standard,3 star,20250.0
honeymoon_package,3,5,standard,3 star,18000.0
holiday_package,6,7,standard,3 star,26500.0
holiday_package,8,9,premium,4 star,42120.0
adventure_package,3,4,budget,1 star,11999.0
offbeat_package,3,6,standard,3 star,19000.0
holiday_package,3,4,budget,1 star,12999.0
holiday_package,5,5,budget,1 star,14150.0
nature_package,2,4,budget,1 star,13100.0
holiday_package,4,6,standard,3 star,21550.0
holiday_package,4,4,budget,1 star,12500.0
holiday_package,3,7,standard,3 star,26120.0
holiday_package,2,3,budget,1 star,8700.0
holiday_package,5,6,standard,3 star,21596.0
family_package,7,7,standard,3 star,29000.0
honeymoon_package,3,5,standard,3 star,18000.0
family_package,4,4,budget,1 star,11500.0
honeymoon_package,3,6,standard,3 star,21500.0
adventure_package,5,5,standard,3 star,16120.0
holiday_package,3,7,standard,3 star,26120.0
cultural_package,3,6,standard,3 star,30000.0
holiday_package,3,5,standard,3 star,16800.0
family_package,3,4,budget,1 star,7000.0
cultural_package,1,2,budget,1 star,5500.0
holiday_package,4,8,premium,4 star,36750.0
holiday_package,2,3,budget,1 star,5999.0
holiday_package,1,4,budget,1 star,11500.0
family_package,2,3,budget,1 star,11900.0
holiday_package,1,3,budget,1 star,11000.0
holiday_package,4,8,premium,4 star,32580.0
spiritual packages,2,5,standard,3 star,17600.0
holiday_package,2,5,budget,1 star,11499.0
spiritual packages,6,10,premium,4 star,46900.0
honeymoon_package,4,8,premium,4 star,33450.0
honeymoon_package,3,5,budget,1 star,14799.0
holiday_package,3,5,budget,1 star,14500.0
honeymoon_package,4,6,standard,3 star,25199.0
holiday_package,5,10,standard,3 star,22500.0
holiday_package,5,7,standard,3 star,26500.0
weekend_package,3,3,budget,1 star,11805.0
holiday_package,6,7,premium,5 star,30898.0
honeymoon_package,4,5,standard,3 star,20670.0
honeymoon_package,6,3,budget,1 star,11000.0
family_package,4,7,standard,3 star,27000.0
family_package,8,9,luxury,5 star,50900.0
holiday_package,5,6,standard,3 star,22500.0
holiday_package,3,4,budget,1 star,14500.0
adventure_package,5,6,standard,3 star,26090.0
family_package,6,10,premium,4 star,48000.0
holiday_package,9,10,premium,4 star,49200.0
holiday_package,4,8,premium,4 star,36500.0
holiday_package,4,6,standard,3 star,25700.0
holiday_package,6,7,standard,3 star,17000.0
holiday_package,9,12,luxury,5 star,80500.0
offbeat_package,5,8,premium,4 star,34500.0
holiday_package,5,11,standard,3 star,25000.0
spiritual packages,4,9,standard,3 star,20700.0
holiday_package,2,5,budget,1 star,12000.0
holiday_package,4,8,standard,3 star,21000.0
holiday_package,3,6,standard,3 star,19000.0
holiday_package,4,8,standard,3 star,21000.0
holiday_package,3,6,standard,3 star,20000.0
holiday_package,5,10,standard,3 star,30000.0
holiday_package,3,6,standard,3 star,20000.0
holiday_package,3,7,standard,3 star,17499.0
budget_package,3,7,standard,3 star,15500.0
honeymoon_package,6,7,standard,3 star,24900.0
honeymoon_package,6,7,standard,3 star,28999.0
holiday_package,4,6,standard,3 star,24999.0
holiday_package,7,8,premium,4 star,33500.0
weekend_package,2,3,budget,1 star,7999.0
holiday_package,3,6,standard,3 star,20999.0
luxury_package,3,7,premium,5 star,32500.0
honeymoon_package,2,4,budget,1 star,14975.0
offbeat_package,5,8,luxury,5 star,55400.0
luxury_package,4,7,luxury,5 star,50916.0
weekend_package,1,3,budget,1 star,6800.0
luxury_package,2,5,premium,5 star,35000.0
holiday_package,4,7,standard,3 star,27000.0
luxury_package,6,9,luxury,5 star,58250.0
holiday_package,3,7,standard,3 star,28000.0
holiday_package,7,9,premium,4 star,34300.0
family_package,4,7,standard,3 star,27430.0
holiday_package,3,5,standard,3 star,19500.0
holiday_package,4,8,premium,4 star,35250.0
holiday_package,3,6,standard,3 star,19099.0
family_package,10,12,premium,4 star,40000.0
cultural_package,4,4,budget,1 star,12000.0
holiday_package,3,6,standard,3 star,20500.0
nature_package,4,5,standard,3 star,17700.0
family_package,1,4,budget,1 star,12450.0
holiday_package,3,5,standard,3 star,15250.0
holiday_package,4,8,standard,3 star,29999.0
holiday_package,2,5,budget,1 star,15000.0
holiday_package,8,11,luxury,5 star,56700.0
holiday_package,2,4,budget,1 star,13500.0
honeymoon_package,3,6,standard,3 star,25999.0
holiday_package,3,6,standard,3 star,19900.0
holiday_package,3,6,standard,3 star,22500.0
weekend_package,2,3,budget,1 star,7500.0
holiday_package,4,8,standard,3 star,30000.0
holiday_package,4,8,standard,3 star,30000.0
offbeat_package,3,7,premium,5 star,41600.0
holiday_package,1,3,budget,1 star,7999.0
holiday_package,3,6,standard,3 star,25228.0
holiday_package,3,3,budget,1 star,8500.0
honeymoon_package,3,7,premium,5 star,47750.0
holiday_package,6,12,luxury,5 star,74999.0
family_package,7,9,premium,4 star,31300.0
holiday_package,2,4,budget,1 star,9000.0
holiday_package,5,7,standard,3 star,25450.0
holiday_package,3,4,budget,1 star,12900.0
luxury_package,3,7,premium,5 star,35000.0
holiday_package,3,6,standard,3 star,22000.0
holiday_package,4,6,standard,3 star,20500.0
cultural_package,4,10,luxury,5 star,61000.0
holiday_package,5,9,premium,4 star,32890.0
honeymoon_package,3,4,budget,1 star,14000.0
cultural_package,1,3,budget,1 star,11000.0
holiday_package,4,6,standard,3 star,20750.0
nature_package,1,4,budget,1 star,14800.0
holiday_package,2,4,budget,1 star,14500.0
holiday_package,3,6,premium,5 star,31000.0
cultural_package,5,8,premium,4 star,30250.0
holiday_package,5,6,standard,3 star,21000.0
weekend_package,1,3,budget,1 star,10900.0
holiday_package,1,4,budget,1 star,13250.0
holiday_package,3,5,budget,1 star,11500.0
holiday_package,1,5,standard,3 star,16999.0
honeymoon_package,3,7,premium,5 star,47750.0
cultural_package,1,3,budget,1 star,8999.0
holiday_package,5,9,premium,4 star,34349.0
holiday_package,6,5,standard,3 star,24457.0
holiday_package,4,6,standard,3 star,22560.0
honeymoon_package,3,4,budget,1 star,12250.0
cultural_package,1,3,budget,1 star,9200.0
spiritual packages,4,5,standard,3 star,19500.0
luxury_package,4,9,premium,4 star,45560.0
holiday_package,3,6,standard,3 star,20500.0
family_package,4,4,budget,1 star,14000.0
holiday_package,4,7,standard,3 star,26999.0
luxury_package,7,6,premium,5 star,30300.0
holiday_package,3,4,budget,1 star,14250.0
luxury_package,4,8,standard,3 star,29999.0
luxury_package,5,8,luxury,5 star,55400.0
holiday_package,5,6,standard,3 star,25000.0
holiday_package,7,12,premium,4 star,43192.0
holiday_package,1,4,budget,1 star,13500.0
luxury_package,1,3,premium,4 star,38500.0
holiday_package,3,4,standard,3 star,16000.0
holiday_package,3,5,standard,3 star,16050.0
holiday_package,2,5,standard,3 star,16850.0
holiday_package,4,9,premium,4 star,45560.0
honeymoon_package,5,7,standard,3 star,27999.0
holiday_package,8,9,premium,4 star,32457.0
family_package,5,6,standard,3 star,25000.0
luxury_package,4,8,standard,3 star,29999.0
nature_package,4,7,standard,3 star,25900.0
holiday_package,3,7,standard,3 star,28800.0
holiday_package,3,6,standard,3 star,20999.0
honeymoon_package,3,6,standard,3 star,25916.0
holiday_package,2,4,budget,1 star,13800.0
holiday_package,7,10,standard,3 star,26800.0
family_package,2,4,budget,1 star,13800.0
family_package,5,7,standard,3 star,27999.0
family_package,3,6,standard,3 star,20999.0
honeymoon_package,4,8,premium,4 star,31250.0
honeymoon_package,4,7,standard,3 star,26300.0
honeymoon_package,4,6,standard,3 star,21560.0
luxury_package,4,7,standard,3 star,25916.0
honeymoon_package,5,6,standard,3 star,19999.0
holiday_package,3,5,standard,3 star,16050.0
budget_package,1,3,budget,1 star,9700.0
holiday_package,4,7,standard,3 star,25900.0
holiday_package,2,4,budget,1 star,13800.0
family_package,4,7,standard,3 star,27430.0
holiday_package,2,5,standard,3 star,16850.0
luxury_package,1,4,standard,3 star,20629.0
cultural_package,1,3,budget,1 star,9500.0
adventure_package,1,3,budget,1 star,1199.0
holiday_package,3,4,standard,3 star,16000.0
holiday_package,1,3,budget,1 star,12450.0
holiday_package,7,10,premium,4 star,38900.0
holiday_package,1,3,budget,1 star,10900.0
holiday_package,1,4,budget,1 star,12629.0
holiday_package,5,8,premium,4 star,32000.0
luxury_package,10,12,premium,4 star,50000.0
luxury_package,2,4,premium,5 star,45900.0
honeymoon_package,7,6,standard,3 star,25300.0
holiday_package,3,6,standard,3 star,20000.0
family_package,4,8,standard,3 star,29999.0
spiritual packages,5,7,standard,3 star,25000.0
holiday_package,6,7,standard,3 star,17328.0
holiday_package,5,8,standard,3 star,24272.0
holiday_package,4,7,standard,3 star,21772.0
honeymoon_package,4,8,standard,3 star,29999.0
holiday_package,3,6,standard,3 star,20500.0
nature_package,3,7,premium,5 star,41600.0
holiday_package,1,3,budget,1 star,7999.0
holiday_package,3,6,standard,3 star,22500.0
holiday_package,6,7,standard,3 star,22500.0
holiday_package,3,6,standard,3 star,25228.0
holiday_package,3,6,standard,3 star,21500.0
offbeat_package,3,7,premium,5 star,41600.0
spiritual packages,7,10,premium,4 star,38900.0
holiday_package,5,9,premium,4 star,34349.0
holiday_package,4,6,budget,1 star,14800.0
weekend_package,2,3,budget,1 star,7999.0
honeymoon_package,3,4,budget,1 star,12250.0
honeymoon_package,3,4,budget,1 star,11700.0
holiday_package,5,6,standard,3 star,25000.0
holiday_package,5,7,standard,3 star,27450.0
honeymoon_package,3,5,standard,3 star,16000.0
honeymoon_package,4,6,standard,3 star,17750.0
honeymoon_package,5,8,standard,3 star,23400.0
honeymoon_package,3,4,budget,1 star,11000.0
honeymoon_package,4,7,standard,3 star,17999.0
honeymoon_package,5,6,standard,3 star,22890.0
honeymoon_package,4,7,standard,3 star,28999.0
adventure_package,4,6,standard,3 star,26750.0
holiday_package,4,7,standard,3 star,20500.0
nature_package,5,5,budget,1 star,10600.0
holiday_package,1,3,budget,1 star,9599.0
weekend_package,1,3,budget,1 star,7500.0
cultural_package,3,4,budget,1 star,12000.0
holiday_package,3,4,budget,1 star,10000.0
holiday_package,5,6,standard,3 star,21000.0
nature_package,4,7,luxury,5 star,55200.0
holiday_package,3,6,standard,3 star,22500.0
holiday_package,3,5,standard,3 star,17999.0
holiday_package,3,5,standard,3 star,16200.0
holiday_package,2,4,budget,1 star,12500.0
holiday_package,2,5,standard,3 star,18800.0
holiday_package,6,8,premium,4 star,31870.0
holiday_package,4,6,standard,3 star,24700.0
holiday_package,2,4,budget,1 star,13600.0
nature_package,4,7,standard,3 star,28017.0
holiday_package,2,6,standard,3 star,23799.0
honeymoon_package,5,8,standard,3 star,29999.0
adventure_package,5,7,standard,3 star,29000.0
luxury_package,4,6,premium,5 star,33500.0
honeymoon_package,5,9,premium,4 star,46000.0
family_package,5,10,premium,4 star,41000.0
holiday_package,7,10,premium,4 star,46400.0
holiday_package,3,5,standard,3 star,19800.0
family_package,4,6,standard,3 star,23891.0
honeymoon_package,3,8,premium,4 star,31200.0
holiday_package,2,4,budget,1 star,13700.0
honeymoon_package,2,5,standard,3 star,18890.0
holiday_package,7,9,premium,4 star,40820.0
nature_package,4,7,standard,3 star,28900.0
adventure_package,6,7,standard,3 star,27200.0
holiday_package,2,4,budget,1 star,13800.0
holiday_package,3,7,standard,3 star,26600.0
holiday_package,5,8,premium,4 star,31500.0
holiday_package,3,5,standard,3 star,18000.0
honeymoon_package,4,5,standard,3 star,21000.0
holiday_package,8,10,luxury,5 star,61320.0
holiday_package,3,5,standard,3 star,16000.0
weekend_package,1,4,budget,1 star,14700.0
holiday_package,4,8,premium,4 star,32900.0
holiday_package,3,6,standard,3 star,24000.0
holiday_package,3,6,standard,3 star,19999.0
holiday_package,4,6,standard,3 star,22100.0
luxury_package,6,10,luxury,5 star,53720.0
honeymoon_package,5,8,premium,4 star,30200.0
holiday_package,4,8,standard,3 star,26000.0
holiday_package,3,6,standard,3 star,27800.0
adventure_package,2,7,standard,3 star,27750.0
holiday_package,4,6,premium,5 star,34020.0
holiday_package,3,7,standard,3 star,27500.0
holiday_package,4,7,standard,3 star,28990.0
honeymoon_package,2,5,standard,3 star,18870.0
family_package,4,8,standard,3 star,28870.0
luxury_package,5,10,luxury,5 star,58500.0
holiday_package,4,8,premium,4 star,30500.0
nature_package,2,5,standard,3 star,18999.0
holiday_package,3,6,standard,3 star,21999.0
holiday_package,4,9,standard,3 star,29100.0
holiday_package,3,5,standard,3 star,16400.0
holiday_package,6,11,luxury,5 star,63000.0
holiday_package,5,8,standard,3 star,29200.0
holiday_package,3,5,standard,3 star,18000.0
holiday_package,2,5,standard,3 star,16050.0
holiday_package,2,4,budget,1 star,14874.0
holiday_package,5,8,premium,4 star,31500.0
holiday_package,4,9,luxury,5 star,63600.0
holiday_package,3,6,standard,3 star,22500.0
holiday_package,4,6,standard,3 star,23599.0
holiday_package,4,7,standard,3 star,25000.0
holiday_package,2,5,standard,3 star,17000.0
holiday_package,8,10,luxury,5 star,61320.0
nature_package,3,7,standard,3 star,26000.0
holiday_package,5,10,premium,4 star,40000.0
adventure_package,8,12,luxury,5 star,79200.0
honeymoon_package,4,5,standard,3 star,20500.0
holiday_package,6,10,premium,4 star,45650.0
holiday_package,4,9,luxury,5 star,51550.0
holiday_package,5,11,luxury,5 star,65500.0
holiday_package,4,8,premium,4 star,31549.0
honeymoon_package,4,8,standard,3 star,27500.0
honeymoon_package,8,12,luxury,5 star,73500.0
honeymoon_package,6,10,premium,4 star,45650.0
honeymoon_package,4,6,standard,3 star,17200.0
honeymoon_package,5,8,standard,3 star,28500.0
offbeat_package,3,7,standard,3 star,25500.0
honeymoon_package,2,5,standard,3 star,15600.0
honeymoon_package,5,8,standard,3 star,21500.0
honeymoon_package,4,8,premium,4 star,31900.0
honeymoon_package,5,8,premium,4 star,31500.0
honeymoon_package,4,7,standard,3 star,27000.0
honeymoon_package,4,8,premium,4 star,32900.0
holiday_package,7,8,standard,3 star,28100.0
cultural_package,6,7,standard,3 star,25450.0
holiday_package,3,4,budget,1 star,8000.0
holiday_package,4,5,standard,3 star,20900.0
family_package,2,4,budget,1 star,3300.0
family_package,2,4,budget,1 star,2900.0
beach_holiday,10,6,standard,3 star,25500.0
spiritual packages,2,2,budget,1 star,4800.0
spiritual packages,2,3,budget,1 star,8000.0
holiday_package,7,9,premium,4 star,39000.0
cultural_package,7,10,premium,4 star,42000.0
holiday_package,7,9,premium,4 star,36950.0
holiday_package,5,7,standard,3 star,20493.0
holiday_package,2,5,budget,1 star,14382.0
holiday_package,3,7,budget,1 star,8430.0
spiritual packages,4,6,standard,3 star,18017.0
beach_holiday,4,7,budget,1 star,6768.0
holiday_package,5,7,standard,3 star,19449.0
holiday_package,7,9,premium,4 star,34399.0
holiday_package,6,10,standard,3 star,27919.0
holiday_package,8,9,premium,4 star,32000.0
offbeat_package,6,8,standard,3 star,24000.0
holiday_package,6,8,standard,3 star,21586.0
honeymoon_package,6,10,standard,3 star,27919.0
honeymoon_package,6,8,standard,3 star,24000.0
honeymoon_package,3,5,standard,3 star,17000.0
honeymoon_package,2,4,standard,3 star,19500.0
nature_package,2,4,budget,1 star,7500.0
honeymoon_package,2,3,budget,1 star,9000.0
holiday_package,2,3,budget,1 star,6499.0
spiritual packages,3,4,budget,1 star,12000.0
holiday_package,2,3,budget,1 star,9000.0
spiritual packages,4,5,budget,1 star,13000.0
honeymoon_package,3,4,budget,1 star,10000.0
honeymoon_package,8,11,standard,3 star,27500.0
holiday_package,5,5,budget,1 star,13000.0
