package_name,duration,city_list,price,persons
"Unforgettable Kanyakumari, Kovalam & Madurai",4 Nights / 5 Days,Kovalam(1N) → Kanyakumari(1N) → Rameswaram(1N) → Madurai(1N),"₹ 15,900*
                
                per adult",per adult on twin sharing
South India Beaches and Temples Package,6 Nights / 7 Days,Madurai (1N) →  Rameshwaram (1N) →  Kanyakumari (1N) →  Kovalam (2N) →  Poovar (1N),"₹ 21,977*
                
                per adult",per adult on twin sharing
9 Nights 10 Days Kerala Itinerary - Super Saver Package,9 Nights / 10 Days,Madurai (1N) →  Rameshwaram (1N) →  Kanyakumari (1N) →  Kovalam (2N) →  Alleppey (1N) →  Thekkady (1N) →  Munnar (2N),"₹ 35,000*
                
                per adult",per adult on twin sharing
"Special Beach Package - Kodaikanal, Madurai, Kovalam",6 Nights / 7 Days,Madurai(0N) →  Kodaikanal (2N) →  Madurai (1N) →  Rameshwaram (1N) →  Kanyakumari (1N) →  Kovalam (1N),"₹ 24,000*
                
                per adult",per adult on twin sharing
"Mystical Kanyakumari, Pondicherry, Madurai Tour Package",8 Nights / 9 Days,Mahabalipuram(2N) →  Pondicherry(2N) →  Madurai(2N) →  Kanyakumari(1N) →  Kovalam(1N),"₹ 29,349*
                
                per adult",per adult on twin sharing
"Panoramic Kanyakumari, Rameshwaram, Madurai & Kodaikanal",7 Nights / 8 Days,Madurai(1N) →  Kodaikanal(1N) →  Madurai(1N) →  Rameshwaram(1N) →  Kanyakumari(1N) →  Kovalam(2N),"₹ 26,350*
                
                per adult",per adult on twin sharing
"Royal Madurai, Rameshwaram, Kanyakumari & Kovalam",5 Nights / 6 Days,Madurai(1N) →  Rameshwaram(1N) →  Kanyakumari(1N) →  Kovalam(2N),"₹ 20,428*
                
                per adult",per adult on twin sharing
South India Special Package -  Kochi to Madurai,8 Nights / 9 Days,Kochi (1N) →  Munnar (2N) →  Thekkady (1N) →  Kovalam and Poovar (1N) →  Kanyakumari (1N) →  Rameshwaram (1N) →  Madurai (1N),"₹ 31,098*
                
                per adult",per adult on twin sharing
"Bangalore, Mysore, Coorg & Mangalore Package",6 Nights / 7 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N),"₹ 16,559*
                
                per adult",per adult on twin sharing
"Extensive Karnataka Tour Package: Chikmagalur, Kudremukh, Mangalore & More",8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N) →  Kudremukh(2N) →  Mangalore(2N),"₹ 35,999*
                
                per adult",per adult on twin sharing
"Beaches & Hills of Karnataka: Coorg, Chikmagalur, Mangalore & More",8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N) →  Chikmagalur(2N),"₹ 38,999*
                
                per adult",per adult on twin sharing
Holy Karnataka Pilgrimage Package,7 Nights / 8 Days,Bangalore(0N) →  Kukke Subrahmanya(1N) →  Mangalore(1N) →  Udupi(1N) →  Gokarna(1N) →  Sirsi(1N) →  Kollur(1N) →  Horanadu(1N),"₹ 38,750*
                
                per adult",per adult on twin sharing
Fantastic Karnataka Honeymoon Special,8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N) →  Chikmagalur(2N),"₹ 22,999*
                
                per adult",per adult on twin sharing
"Karnataka Honeymoon in Bangalore, Chikmagalur, Kudremukh & More",8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N) →  Kudremukh(2N) →  Mangalore(2N),"₹ 22,999*
                
                per adult",per adult on twin sharing
Coorg Honeymoon Package: Beaches & Hills of Karnataka,8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N) →  Chikmagalur(2N),"₹ 22,999*
                
                per adult",per adult on twin sharing
Mumbai & Lonavala Dream City Package,4 Nights / 5 Days,Mumbai(3N) →  Lonavala(1N),"₹ 16,400*
                
                per adult",per adult on twin sharing
Shirdi Mumbai Goa Tour Package (Flight Tickets Included),5 Nights / 6 Days,Mumbai(0N) →  Shirdi(1N) →  Mumbai(2N) →  Goa(2N),"₹ 35,500*
                
                per adult",per adult on twin sharing
"Best of Maharashtra Package: Mumbai, Lonavala, Khandala & More",5 Nights / 6 Days,Mumbai(1N) →  Lonavala(1N) →  Panchgani(1N) →  Mahabaleshwar(2N),"₹ 21,550*
                
                per adult",per adult on twin sharing
Golden Triangle Tour Package with Mumbai Package,8 Nights / 9 Days,Delhi(2N) →  Agra(1N) →  Jaipur(2N) →  Mumbai(3N),"₹ 31,999*
                
                per adult",per adult on twin sharing
Mumbai Aurangabad with Ajanta & Ellora Tour Package,5 Nights / 6 Days,Mumbai(2N) →  Aurangabad(3N),"₹ 40,800*
                
                per adult",per adult on twin sharing
Andaman Holiday Package from Mumbai,3 Nights / 4 Days,Port Blair(3N),"₹ 17,500*
                
                per adult",per adult on twin sharing
Lonavala Mumbai Sightseeing with 4 Nights Cruise Package,7 Nights / 8 Days,Pune(0N) →  Lonavala(2N) →  Mumbai(1N),"₹ 86,400*
                
                per adult",per adult on twin sharing
Dreamy Lonavala Weekend Tour Package,2 Nights / 3 Days,Mumbai(0N) →  Lonavala(2N),"₹ 7,590*
                
                per adult",per adult on twin sharing
Shirdi Darshan Tour Package with Mumbai Sightseeing,3 Nights / 4 Days,Mumbai(2N) →  Shirdi(1N),"₹ 10,900*
                
                per adult",per adult on twin sharing
Alibaug Weekend Getaway Package from Mumbai,2 Nights / 3 Days,Mumbai(0N) →  Alibaug(2N),"₹ 14,850*
                
                per adult",per adult on twin sharing
Andaman Tour Package with Glass Bottom Boat Ride,7 Nights / 8 Days,Port Blair(2N) →  Havelock(3N) →  Neil Island(1N) →  Port Blair(1N),"₹ 34,600*
                
                per adult",per adult on twin sharing
Sai Darshan Shirdi Tour Package Ex Mumbai,2 Nights / 3 Days,Mumbai(0N) →  Shirdi(2N),"₹ 11,000*
                
                per adult",per adult on twin sharing
6-Day Cordelia Cruise Tour Package: Cochin & Lakshadweep Exploration,5 Nights / 6 Days,Mumbai (0N) →  Cordelia Cruise (5N) →  Mumbai (0N) →  Cochin (0N) →  Lakshadweep (0N) →  Mumbai (0N),"₹ 60,367*
                
                per adult",per adult on twin sharing
"5-Day Cordelia Cruise Adventure: Luxury, Leisure, and Sea Exploration",4 Nights / 5 Days,Mumbai (0N) →  Cordelia Cruise (4N) →  Lakshadweep (0N) →  Mumbai (0N),"₹ 47,450*
                
                per adult",per adult on twin sharing
4-Day Cordelia Cruise: All Inclusive Package,3 Nights / 4 Days,Cochin (0N) →  Cordelia Cruise (3N) →  Lakshadweep (0N) →  Mumbai (0N),"₹ 44,768*
                
                per adult",per adult on twin sharing
Mumbai City of Dreams Package,3 Nights / 4 Days,Mumbai(3N),"₹ 12,850*
                
                per adult",per adult on twin sharing
Cordelia Cruise: 4-Day All Inclusive Luxury Package,3 Nights / 4 Days,Mumbai (0N) →  Cordelia Cruise (3N) →  Goa (0N) →  Mumbai (0N),"₹ 56,728*
                
                per adult",per adult on twin sharing
"Wildlife Safari Itinerary: Delhi, Bandhavgarh, Kanha, Pench, and Mumbai",10 Nights / 11 Days,Delhi(2N) →  Bandhavgarh National Park(2N) →  Kanha National Park(3N) →  Pench National Park(2N) →  Mumbai(1N),"₹ 176,000*
                
                per adult",per adult on twin sharing
Magical Coorg Mysore Tour Package,3 Nights / 4 Days,Mysore(1N) →  Coorg(2N),"₹ 6,750*
                
                per adult",per adult on twin sharing
Relaxing Week in Coorg & Chikmagalur with Mysore,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Chikmagalur(2N) →  Coorg(2N),"₹ 13,799*
                
                per adult",per adult on twin sharing
"Relax & Recharge Package: Coorg, Ooty, Coonoor & More",5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Coorg(2N) →  Ooty(2N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Banglore Mysore Ooty Kodaikanal Tour Package,6 Nights / 7 Days,Bangalore(1N) → Mysore(1N) → Ooty(2N) → Kodaikanal(2N),"₹ 25,335*
                
                per adult",per adult on twin sharing
"Offbeat Tour Package: Chikmagalur, Hampi & More with Goa",8 Nights / 9 Days,Bangalore(0N) →  Mysore(1N) →  Chikmagalur(2N) →  Hampi(2N) →  Goa(3N),"₹ 22,999*
                
                per adult",per adult on twin sharing
Leisurely Chikmagalur Package with Mysore,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N),"₹ 12,649*
                
                per adult",per adult on twin sharing
Holiday in Hills Coorg & Ooty Package with Mysore,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Coorg(2N) →  Ooty(2N),"₹ 18,900*
                
                per adult",per adult on twin sharing
Karnataka Wildlife Tour Package with Jungle Safari,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Nagarhole(1N) →  Bandipur National Park(1N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Bangalore  Mysore Chikmagalur & Hampi Package,6 Nights / 7 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N) →  Hampi(2N),"₹ 16,559*
                
                per adult",per adult on twin sharing
"Bangalore, Mysore, Coorg & Mangalore Package",6 Nights / 7 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N),"₹ 16,559*
                
                per adult",per adult on twin sharing
South India Package Mysore Coorg  Ooty,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Coorg(2N) →  Ooty(2N),"₹ 13,799*
                
                per adult",per adult on twin sharing
South India Tour Packages for 10 Days with Coorg,9 Nights / 10 Days,Bangalore(1N) →  Mysore(2N) →  Coorg(2N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 40,250*
                
                per adult",per adult on twin sharing
"Srisailam Tour Package with Bangalore, Mysore, ooty",7 Nights / 8 Days,Srisailam(2N) →  Bangalore(1N) →  Mysore(1N) →  Ooty(2N),"₹ 28,100*
                
                per adult",per adult on twin sharing
"Nature Rendezvous Package: Coorg, Wayanad, Ooty & More",7 Nights / 8 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Wayanad(1N) →  Ooty(2N),"₹ 34,000*
                
                per adult",per adult on twin sharing
Breathtaking Coorg with Mysore & Bangalore,5 Nights / 6 Days,Bangalore(1N) →  Mysore(2N) →  Coorg(2N),"₹ 21,550*
                
                per adult",per adult on twin sharing
Essence of Karnataka in 5 Days,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N),"₹ 16,649*
                
                per adult",per adult on twin sharing
"Beaches & Hills of Karnataka: Coorg, Chikmagalur, Mangalore & More",8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N) →  Chikmagalur(2N),"₹ 38,999*
                
                per adult",per adult on twin sharing
"Extensive Karnataka Tour Package: Bangalore, Chikmagalur, Kudremukh & More",8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N) →  Kudremukh(2N) →  Mangalore(2N),"₹ 35,999*
                
                per adult",per adult on twin sharing
Pocket Friendly Wayanad Coorg Holiday Package,5 Nights / 6 Days,Bangalore(1N) →  Coorg(1N) →  Wayanad(2N) →  Mysore(1N),"₹ 20,450*
                
                per adult",per adult on twin sharing
Serene Coorg Getaway with Mysore,4 Nights / 5 Days,Bangalore(0N) →  Coorg(2N) →  Mysore(2N),"₹ 12,200*
                
                per adult",per adult on twin sharing
"Tamilnadu Hill Retreat from Bangalore: Ooty, Coonoor & More",5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 14,700*
                
                per adult",per adult on twin sharing
"Wilderness & Hills Package: Ooty, Wayanad & Mysore",5 Nights / 6 Days,Bangalore(0N) →  Mysore(2N) →  Ooty(1N) →  Wayanad(2N),"₹ 11,500*
                
                per adult",per adult on twin sharing
"South India Package Around Bangalore, Mysore & Kodaikanal",4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Kodaikanal(2N),"₹ 16,649*
                
                per adult",per adult on twin sharing
Beautiful Mysore Ooty Tour Package,3 Nights / 4 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N),"₹ 14,350*
                
                per adult",per adult on twin sharing
Southern Karnataka Temple Trail With Ooty and Coonoor,7 Nights / 8 Days,Bangalore(1N) →  Hassan(2N) →  Mysore(2N) →  Ooty(2N),"₹ 35,800*
                
                per adult",per adult on twin sharing
Southern Bengaluru Mysore and Ooty Package,4 Nights / 5 Days,Bangalore(1N) → Mysore(1N) → Ooty(2N) →  Coimbatore(0n),"₹ 13,900*
                
                per adult",per adult on twin sharing
Dreamy Ooty & Kodaikanal Honeymoon Package with Mysore Stay,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 18,000*
                
                per adult",per adult on twin sharing
South India Tour Package for 7 Days,6 Nights / 7 Days,Bengaluru (Bangalore)(1N) →  Mysore(1N) →  Kodaikanal(2N) →  Ooty (Udhagamandalam)(2N),"₹ 34,500*
                
                per adult",per adult on twin sharing
Serene Coorg Honeymoon Getaway with Mysore,4 Nights / 5 Days,Bangalore(0N) →  Coorg(2N) →  Mysore(2N),"₹ 12,200*
                
                per adult",per adult on twin sharing
Coorg Honeymoon Package: Beaches & Hills of Karnataka,8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N) →  Chikmagalur(2N),"₹ 22,999*
                
                per adult",per adult on twin sharing
"Coorg Honeymoon  Package with Mysore, Ooty and Kodaikanal",9 Nights / 10 Days,Bangalore(1N) →  Mysore(2N) →  Coorg(2N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 24,250*
                
                per adult",per adult on twin sharing
"Ooty Honeymoon Package with Kodaikanal, Mysore & More",5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 14,000*
                
                per adult",per adult on twin sharing
"Offbeat Honeymoon Tour Package: Chikmagalur, Hampi & More with Goa",8 Nights / 9 Days,Bangalore(0N) →  Mysore(1N) →  Chikmagalur(2N) →  Hampi(2N) →  Goa(3N),"₹ 22,999*
                
                per adult",per adult on twin sharing
"Karnataka Honeymoon in Bangalore, Chikmagalur, Kudremukh & More",8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N) →  Kudremukh(2N) →  Mangalore(2N),"₹ 22,999*
                
                per adult",per adult on twin sharing
Fantastic Karnataka Honeymoon Special,8 Nights / 9 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Mangalore(2N) →  Chikmagalur(2N),"₹ 22,999*
                
                per adult",per adult on twin sharing
Breathtaking Karnataka Honeymoon Package,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N),"₹ 12,649*
                
                per adult",per adult on twin sharing
"Nature Rendezvous Honeymoon in Coorg, Wayanad, Ooty & More",7 Nights / 8 Days,Bangalore(1N) →  Mysore(1N) →  Coorg(2N) →  Wayanad(1N) →  Ooty(2N),"₹ 22,000*
                
                per adult",per adult on twin sharing
Bangalore Kodaikanal Honeymoon Special with Ooty Mysore,6 Nights / 7 Days,Bangalore(1N) → Mysore(1N) → Ooty(2N) → Kodaikanal(2N),"₹ 25,335*
                
                per adult",per adult on twin sharing
Chikmagalur Love Story Honeymoon Package from Bangalore,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Chikmagalur(2N),"₹ 12,649*
                
                per adult",per adult on twin sharing
Mystic Kodaikanal 3-Star Honeymoon Package from Bangalore,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Kodaikanal(2N),"₹ 12,649*
                
                per adult",per adult on twin sharing
"Exotic Coorg, Ooty and Kodaikanal Honeymoon Package from Bangalore",9 Nights / 10 Days,Bangalore(1N) →  Mysore(2N) →  Coorg(2N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 24,250*
                
                per adult",per adult on twin sharing
Romance in Hills : Ooty & Coorg Honeymoon Package from Banaglore,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Coorg(2N) →  Ooty(2N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Nagarhole & Bandipur Wildlife Honeymoon Package from Bangalore,4 Nights / 5 Days,Bangalore(1N) →  Mysore(1N) →  Nagarhole(1N) →  Bandipur National Park(1N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Ooty Kodaikanal Honeymoon in Hills Package from Bangalore,6 Nights / 7 Days,Bangalore(1N) → Mysore(1N) → Ooty(2N) → Kodaikanal(2N),"₹ 18,000*
                
                per adult",per adult on twin sharing
"Mysore, Ooty & Coonoor Honeymoon Tour Package from Bangalore",3 Nights / 4 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N),"₹ 14,350*
                
                per adult",per adult on twin sharing
Dreamy Honeymoon in Kodaikanal with Ooty & Mysore Tour,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 20,000*
                
                per adult",per adult on twin sharing
Breathtaking Coorg & Chikmagalur Honeymoon Special Package,5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Chikmagalur(2N) →  Coorg(2N),"₹ 13,799*
                
                per adult",per adult on twin sharing
"Beautiful Honeymoon in Mysore, Ooty and Kodaikanal",5 Nights / 6 Days,Bangalore(0N) →  Mysore(1N) →  Ooty(2N) →  Kodaikanal(2N),"₹ 18,800*
                
                per adult",per adult on twin sharing
Tadoba National Park & Nagzira Wildlife Sanctuary Tour,4 Nights / 5 Days,Nagpur(0N) →  Tadoba(2N) →  Nagzira Wildlife Sanctuary(1N) →  Nagpur(1N),"₹ 14,250*
                
                per adult",per adult on twin sharing
Buddha Trail 7N Tour Package,7 Nights / 8 Days,Gaya(2N) →  Patna(1N) →  Kushinagar(2N) →  Varanasi (2N),"₹ 21,000*
                
                per adult",per adult on twin sharing
"Enthralling Varanasi, Bodh Gaya & Patna",3 Nights / 4 Days,Varanasi(1N) → Bodh Gaya(1N) → Patna(1N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Panorama of North including Nepal Tour,6 Nights / 7 Days,Varanasi(1N) →  Bodh Gaya(1N) →  Patna(1N) →  Kushinagar(1N) →  Lumbini(1N) →  Lucknow(1N),"₹ 38,000*
                
                per adult",per adult on twin sharing
Rajgir Tour Package,4 Nights / 5 Days,Patna(2N) →  Rajgir(2N),"₹ 12,000*
                
                per adult",per adult on twin sharing
Rajgir Tour Package,3 Nights / 4 Days,Patna(1N) →  Nalanda(1N) →  Rajgir(1N),"₹ 9,000*
                
                per adult",per adult on twin sharing
Bihar Tour Package including Rajgir,4 Nights / 5 Days,Patna(1N) →  Bodh Gaya(1N) →  Rajgir(1N) →  Nalanda(1N),"₹ 13,200*
                
                per adult",per adult on twin sharing
Holiday Tour Package of Varanasi & Bihar,6 Nights / 7 Days,Varanasi(1N) →  Bodh Gaya(2N) →   Rajgir(1N) →  Nalanda(1N) →  Patna(1N),"₹ 19,450*
                
                per adult",per adult on twin sharing
Bihar 4 Nights Religious Tour Package,4 Nights / 5 Days,Gaya(2N) →  Rajgir(1N) →  Patna(1N),"₹ 12,500*
                
                per adult",per adult on twin sharing
Shirdi Spiritual Tour Package with Aurangabad Sightseeing,4 Nights / 5 Days,Pune(1N) →  Shirdi(1N) →  Aurangabad(2N),"₹ 17,500*
                
                per adult",per adult on twin sharing
2 Nights 3 Days Shirdi Tour Package,2 Nights / 3 Days,Pune(0N) →  Shirdi(2N),"₹ 6,250*
                
                per adult",per adult on twin sharing
Beautiful Gujarat with Dwarka & Somnath,4 Nights / 5 Days,Ahmedabad(0N) →  Jamnagar(1N) →  Dwarka(1N) → Somnath(1N) →  Rajkot(1N),"₹ 15,000*
                
                per adult",per adult on twin sharing
"Sizzling Kutch, Bhuj and Rajkot",7 Nights / 8 Days,Ahmedabad(0N) →  Kutch(1N) →  Bhuj(2N) →  Hodka(1N) →  Mandvi(1N) →  Rajkot(1N),"₹ 36,000*
                
                per adult",per adult on twin sharing
"Fascinating Ahmedabad, Diu and Somnath",7 Nights / 8 Days,Ahmedabad(1N) →  Bhavnagar(1N) →  Sasan Gir(1N) →  Diu(1N) →  Somnath(1N) →  Dwarka(1N) →  Rajkot(1N),"₹ 13,000*
                
                per adult",per adult on twin sharing
Dwarka- Somnath: Gujarat Pilgrims Package,4 Nights / 5 Days,Ahmedabad(0N) →  Jamnagar(1N) →  Dwarka(1N) →  Somnath(1N) →  Rajkot(1N),"₹ 15,999*
                
                per adult",per adult on twin sharing
3 Days Rishikesh Rafting Tour Package,2 Nights / 3 Days,Rishikesh(2N),"₹ 5,500*
                
                per adult",per adult on twin sharing
Best Uttarakhand Tour Packages with Haridwar & Mussoorie,5 Nights / 6 Days,Delhi(0N) →  Haridwar(1N) → Rishikesh(1N) → Dehradun(1N) → Mussoorie(2N),"₹ 19,999*
                
                per adult",per adult on twin sharing
Weekend Escapade to Rishikesh with River Rafting,1 Nights / 2 Days,Rishikesh(1N),"₹ 3,000*
                
                per adult",per adult on twin sharing
Exciting Auli & Rishikesh Family Holiday Package,4 Nights / 5 Days,Delhi(0N) →  Rishikesh(1N) →  Auli(2N) →  Haridwar(1N),"₹ 15,999*
                
                per adult",per adult on twin sharing
"Captivating Uttarakhand: Rishikesh, Dhanaulti, Mussoorie",3 Nights / 4 Days,Haridwar(0N) → Rishikesh(1N) → Mussoorie(1N) → Dhanaulti(1N),"₹ 10,500*
                
                per adult",per adult on twin sharing
Rishikesh Yoga & Meditation Tour Package,2 Nights / 3 Days,Haridwar(0N) →  Rishikesh(2N),"₹ 8,500*
                
                per adult",per adult on twin sharing
Action Packed Rishikesh Tour with Camping & Rafting,1 Nights / 2 Days,Shivpuri(1N),"₹ 3,200*
                
                per adult",per adult on twin sharing
Rishikesh 3 Days Itinerary,2 Nights / 3 Days,Haridwar(0N) → Rishikesh(2N),"₹ 7,000*
                
                per adult",per adult on twin sharing
Char Dham Yatra Package from Rishikesh,3 Nights / 4 Days,Rishikesh(0N) → Kedarnath(1N) → Badrinath(1N) → Rishikesh(1N),"₹ 18,000*
                
                per adult",per adult on twin sharing
Ravishing Rishkesh & Mussoorie Tour,5 Nights / 6 Days,Delhi(0N) →  Dehradun(1N) → Mussoorie(2N) → Rishikesh(2N),"₹ 21,000*
                
                per adult",per adult on twin sharing
Golden Triangle with Rishikesh Tour,9 Nights / 10 Days,Delhi(4N) → Jaipur(2N) → Agra(1N) → Rishikesh(2N),"₹ 40,000*
                
                per adult",per adult on twin sharing
Uttarakhand 5 Day Itinerary: Corbett National Park & Rishikesh,4 Nights / 5 Days,Delhi (0N) →  Jim Corbett National Park(2N) → Rishikesh(2N),"₹ 21,000*
                
                per adult",per adult on twin sharing
Standard Auli Rishikesh Tour Package for Couples,5 Nights / 6 Days,Haridwar(1N) →  Joshimath(1N) →  Auli(2N) →  Rishikesh(1N),"₹ 20,250*
                
                per adult",per adult on twin sharing
Therapeutic Haridwar and Rishikesh Ganges Tour,3 Nights / 4 Days,Delhi(0N) →  Haridwar(1N) → Rishikesh(2N),"₹ 11,900*
                
                per adult",per adult on twin sharing
Special Family Package to Haridwar Rishikesh and Mussoorie,4 Nights / 5 Days,Delhi(0N) → Haridwar(1N) → Rishikesh(1N) → Mussoorie(2N),"₹ 35,000*
                
                per adult",per adult on twin sharing
Golden Triangle with Holi Festival and Ganges Tour,9 Nights / 10 Days,Delhi(3N) → Agra(1N) → Jaipur(3N) → Rishikesh(2N),"₹ 61,000*
                
                per adult",per adult on twin sharing
"Best of Shimla, Dehradun, Rishikesh & Haridwar",6 Nights / 7 Days,Delhi(0N) →  Shimla(2N) →  Dehradun(1N) →  Rishikesh(2N) →  Haridwar(1N),"₹ 42,600*
                
                per adult",per adult on twin sharing
Pilgrimage & Temple Tour of North India,8 Nights / 9 Days,Mathura(2N) → Vrindavan(0N) →  Agra(1N) →  Delhi(2N) →  Haridwar(1N) →  Rishikesh(2N),"₹ 32,500*
                
                per adult",per adult on twin sharing
Exhilarating Nainital and Mussoorie,8 Nights / 9 Days,Delhi(0N) →  Rishikesh(1N) →  Mussoorie(2N) →  Jim Corbett National Park(2N) →  Kausani(1N) →  Nainital(2N),"₹ 29,890*
                
                per adult",per adult on twin sharing
Spiritual Tour of Uttarakhand,7 Nights / 8 Days,Delhi(0N) →  Haridwar(1N) →  Guptakashi(1N) →  Kedarnath(1N) →  Rudraprayag(1N) →  Badrinath(1N) →  Joshimath(1N) →  Rishikesh(1N),"₹ 23,340*
                
                per adult",per adult on twin sharing
Chaar Dhaam Yatra,10 Nights / 11 Days,Haridwar(0N) →  Barkot(2N) →  Gangotri(2N) →  Kedarnath(2N) →   Pipalcotti(2N) →  Rishikesh(2N),"₹ 40,670*
                
                per adult",per adult on twin sharing
10 Days Group Trek Tour to Valley of Flowers & Hemkund Sahib,8 Nights / 9 Days,Delhi(2N) →  Rishikesh(1N) →  Joshimath(1N) →  Ghangaria(3N) →  Srinagar(1N),"₹ 40,500*
                
                per adult",per adult on twin sharing
"Best of Uttarakhand Tour Package: Corbett, Nainital, Kausani & More",7 Nights / 8 Days,Delhi(0N) →  Haridwar(2N) →  Jim Corbett National Park(1N) →  Nainital(2N) →  Kausani(2N),"₹ 13,500*
                
                per adult",per adult on twin sharing
Haridwar Rishikesh Mussoorie Tour Packages From Delhi,6 Nights / 7 Days,Delhi(0N) →  Haridwar(1N) →  Rishikesh(2N) →  Mussoorie(1N) →  Dhanaulti(2N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Uttarakhand Delight Package,7 Nights / 8 Days,Delhi(0N) →  Rishikesh(1N) →  Lansdowne(1N) →  Jim Corbett National Park(1N) → Kausani(1N) →  Binsar(1N) →  Nainital(2N),"₹ 28,500*
                
                per adult",per adult on twin sharing
"Thirilling Rishkesh, Haridwar and Jim Corbett Tour",5 Nights / 6 Days,Rishkesh(2N) →  Haridwar(1N) →  Jim Corbett(2N),"₹ 35,758*
                
                per adult",per adult on twin sharing
"Religious Package - Rishikesh, Rudraprayag, Joshimath and More",6 Nights / 7 Days,Rishikesh(2N) →  Rudraprayag (1N) →  Joshimath(1N) →  Kedarnath (2N),"₹ 17,498*
                
                per adult",per adult on twin sharing
"All in 1 Package - Rishikesh, Dehra Dun, Mussourie and More",8 Nights / 9 Days,Dehradun (1N) →  Mussoorie (2N) →  Rishikesh (2N) →  Haridwar (1N) →  Jim Corbett (2N),"₹ 34,591*
                
                per adult",per adult on twin sharing
"Unforgettable Rishikesh, Haridwar and Nainital Tour",6 Nights / 7 Days,Rishikesh(2N) →  Haridwar(2N) →  Nainital (2N),"₹ 30,608*
                
                per adult",per adult on twin sharing
Simply Rishikesh,3 Nights / 4 Days,Rishikesh (3N),"₹ 10,594*
                
                per adult",per adult on twin sharing
Mathura and Vrindavan Tour Package: Sacred & Temple Tour of India,8 Nights / 9 Days,Mathura(1N) → Vrindavan(1N) →  Agra(1N) →  Delhi(2N) →  Haridwar(1N) →  Rishikesh(2N),"₹ 32,500*
                
                per adult",per adult on twin sharing
New Year: Rafting & Camping In Rishikesh,1 Nights / 2 Days,Rishikesh(1N),"₹ 2,500*
                
                per adult",per adult on twin sharing
Blissful Auli and Rishikesh Tour Package,4 Nights / 5 Days,Rishikesh(1N) →  Auli(2N) →  Rishikesh(1N),"₹ 15,000*
                
                per adult",per adult on twin sharing
Mussoorie Rishikesh & Corbett Tour Package,5 Nights / 6 Days,Mussoorie(2N) →  Rishikesh(1N) →  Corbett National Park(2N),"₹ 17,500*
                
                per adult",per adult on twin sharing
